Kits_Dh-All|Dh-All|T_Termux|https://github.com/DH-AL/Dh-All|git
Kits_All-in-One|All-in-One|T_Termux|https://github.com/CjE369/All-in-One|git
Kits_Hacking-Tools|Hacking-Tools|T_Termux|https://github.com/mrprogrammer2938/hackingtools|git
Kits_Black-Tool-Termux|Black-Tool-Termux|T_Termux|https://github.com/mrprogrammer2938/Black-Tool-Termux|git
Kits_A-tool|A-tool|T_Termux|https://github.com/asu765/A-tool|git
Termux-Games|Termux-Games|T_Termux|https://github.com/khansaad1275/Termux-Games|git
Infoooze|Infoooze|T_Termux|https://github.com/7ORP3DO/infoooze|git
TORhunter|TORhunter|T_Termux|https://github.com/Err0r-ICA/TORhunter|git
MailFinder|MailFinder|T_Termux|https://github.com/mishakorzik/MailFinder|git
Free-Proxy|Free-Proxy|T_Termux|https://github.com/mishakorzik/Free-Proxy|git
Gmail-Hack|Gmail-Hack|T_Termux|https://github.com/mishakorzik/Gmail-Hack|git
AndroFetch|AndroFetch|T_Termux|https://github.com/laraib07/androfetch|git
Xteam|Xteam|T_Termux|https://github.com/xploitstech/Xteam|git
TermuxCyberArmy|TermuxCyberArmy|T_Termux|https://github.com/Err0r-ICA/TermuxCyberArmy|git
zVirus-Gen|zVirus-Gen|T_Termux|https://github.com/ZechBron/zVirus-Gen|git
IpHack|IpHack|T_Termux|https://github.com/mishakorzik/IpHack|git
UserFinder|UserFinder|T_Termux|https://github.com/mishakorzik/UserFinder|git
AdminHack|AdminHack|T_Termux|https://github.com/mishakorzik/AdminHack|git
AllHackingTools|AllHackingTools|T_Termux|https://github.com/mishakorzik/AllHackingTools|git
007-TheBond|007-TheBond|T_Termux|https://github.com/Deadshot0x7/007-TheBond|git
Host|Host|T_Termux|https://github.com/htr-tech/host|git
ShortUrl|ShortUrl|T_Termux|https://github.com/htr-tech/shorturl|git
T-Style|T-Style|T_Termux|https://github.com/htr-tech/tstyle|git
Termux-Style|Termux-Style|T_Termux|https://github.com/adi1090x/termux-style|git
Termux-Desktop|Termux-Desktop|T_Termux|https://github.com/adi1090x/termux-desktop|git
Kits_onex|onex|T_Termux|https://github.com/rajkumardusad/onex|git
H-SPLOIT|H-SPLOIT|T_Termux|https://github.com/jravis-8520/h-sploit|git
Cracker-Tool|Cracker-Tool|T_Termux|https://github.com/cracker911181/Cracker-Tool|git
b3x|b3x|T_Termux|https://github.com/joaroque/b3x|git
Snap|Snap|T_Termux|https://github.com/noob-hackers/snap|git
M-wiz|M-wiz|T_Termux|https://github.com/noob-hackers/m-wiz|git
Infect|Infect|T_Termux|https://github.com/noob-hackers/infect|git
Hacklock|Hacklock|T_Termux|https://github.com/noob-hackers/hacklock|git
Ighack|Ighack|T_Termux|https://github.com/noob-hackers/ighack|git
mrphish|mrphish|T_Termux|https://github.com/noob-hackers/mrphish|git
Hackinfinity AnonSurf|AnonSurf|A_Anonymity|https://github.com/Hackinfinity/anonsurf|git
AndroBugs_Framework|AndroBugs_Framework|A_Android|https://github.com/AndroBugs/AndroBugs_Framework.git|git|python,git
Androspy|Androspy|A_Android|https://github.com/TunisianEagles/Androspy.git|git|git
Curl|Curl|TD_Transfer_Data|https://github.com/curl/curl.git|git|git
Nethunter-In-Termux|Nethunter-In-Termux|T_Termux|https://github.com/Hax4us/Nethunter-In-Termux.git|git|git
CHAOS|CHAOS|MA_Maintaining_Access|https://github.com/tiagorlampert/CHAOS.git|git|golang,git
CrawlBox|CrawlBox|WAH_Web_Application_Hacking|https://github.com/abaykan/CrawlBox.git|git|python,git
CredSniper|CredSniper|SS_Sniffing_Spoofing|https://github.com/ustayready/CredSniper.git|git|python,git
DHCPig|DHCPig|stress_testing|https://github.com/kamorin/DHCPig.git|git|python,git
DKMC|DKMC|P_Payloads|https://github.com/Mr-Un1k0d3r/DKMC.git|git|python,git
Dr0p1t-Framework|Dr0p1t-Framework|null|https://github.com/D4Vinci/Dr0p1t-Framework.git|git|python,git
EagleEye|EagleEye|null|https://github.com/ThoughtfulDev/EagleEye.git|git|python,git
EasY_HaCk|EasY_HaCk|null|https://github.com/sabri-zaki/EasY_HaCk.git|git|python,git
EggShell|EggShell|null|https://github.com/neoneggplant/EggShell.git|git|python,git
Email-Spammer|Email-Spammer|null|https://github.com/Juniorn1003/Email-Spammer.git|git|python,git
Empire|Empire|EF_Exploit_Frameworks|https://github.com/EmpireProject/Empire.git|git|git
EvilURL|EvilURL|IG_Information_Gathering|https://github.com/UndeadSec/EvilURL.git|git|python,git
ExploitOnCLI|ExploitOnCLI|EF_Exploit_Frameworks|https://github.com/r00tmars/ExploitOnCLI.git|git|php,git
EyeWitness|EyeWitness|IG_Information_Gathering|https://github.com/FortyNorthSecurity/EyeWitness.git|git|python,git
FBUPv2.0|FBUPv2.0|null|https://github.com/mrSilent0598/FBUPv2.0.git|git|python,git
FakeImageExploiter|FakeImageExploiter|null|https://github.com/r00t-3xp10it/FakeImageExploiter.git|git|git
Findsploit|Findsploit|WAH_Web_Application_Hacking|https://github.com/1N3/Findsploit.git|git|git
Gemail-Hack|Gemail-Hack|PH_Password_Attacks|https://github.com/Ha3MrX/Gemail-Hack.git|git|python,git
Gloom-Framework|Gloom-Framework|null|https://github.com/StreetSec/Gloom-Framework.git|git|python,git
GoblinWordGenerator|GoblinWordGenerator|null|https://github.com/UndeadSec/GoblinWordGenerator.git|git|python,git
GoldenEye|GoldenEye|stress_testing|https://github.com/jseidl/GoldenEye.git|git|python,git
HT-WPS-Breaker|HT-WPS-Breaker|null|https://github.com/SilentGhostX/HT-WPS-Breaker.git|git|git
Hash-Buster|Hash-Buster|PH_Password_Attacks|https://github.com/UltimateHackers/Hash-Buster.git|git|python,git
HiddenEye|HiddenEye|null|https://github.com/DarkSecDevelopers/HiddenEye.git|git|python,git
Hunner|Hunner|EF_Exploit_Frameworks|https://github.com/b3-v3r/Hunner.git|git|python,git
IP-Tracer|IP-Tracer|T_Termux|https://github.com/Rajkumrdusad/IP-Tracer|git|php,git
IPGeoLocation|IPGeoLocation|ip_tracking|https://github.com/maldevel/IPGeoLocation.git|git|python,git
ImHex|ImHex|RE_Reverse_Engineering|https://github.com/WerWolv/ImHex.git|git|g++,python,git
InSpy|InSpy|IG_Information_Gathering|https://github.com/leapsecurity/InSpy.git|git|python,git
Infoga|Infoga|IG_Information_Gathering|https://github.com/m4ll0k/Infoga.git|git|python,git
Intersect-2.5|Intersect-2.5|maintaining_access|https://github.com/deadbits/Intersect-2.5.git|git|python,git
JohnTheRipper|JohnTheRipper|PH_Password_Attacks|https://github.com/magnumripper/JohnTheRipper.git|git|clang,gcc,g++,git
KatanaFramework|KatanaFramework|null|https://github.com/PowerScript/KatanaFramework.git|git|python,git
Keylogger|Keylogger|null|https://github.com/aydinnyunus/Keylogger.git|git|python,git
KnockMail|KnockMail|SS_Sniffing_Spoofing|https://github.com/4w4k3/KnockMail.git|git|python,git
LALIN|LALIN|LT_Lazy_Tools|https://github.com/Screetsec/LALIN.git|git|git
LFISuite|LFISuite|WAH_Web_Application_Hacking|https://github.com/D35m0nd142/LFISuite.git|git|python,git
Lazymux|Lazymux|T_Termux|https://github.com/Gameye98/Lazymux.git|git|python,git
MHDDoS|MHDDoS|ddos|https://github.com/MHProDev/MHDDoS.git|git|python,git
MITMf|MITMf|SS_Sniffing_Spoofing|https://github.com/byt3bl33d3r/MITMf.git|git|python2,git
Meterpreter_Paranoid_Mode-SSL|Meterpreter_Paranoid_Mode-SSL|EF_Exploit_Frameworks|https://github.com/r00t-3xp10it/Meterpreter_Paranoid_Mode-SSL.git|git|git
MyServer|MyServer|T_Termux|https://github.com/Rajkumrdusad/MyServer.git|git|python,git
Nethunter-In-Termux|Nethunter-In-Termux|null|https://github.com/Hax4us/Nethunter-In-Termux.git|git|git
OSIF|OSIF|IG_Information_Gathering|https://github.com/ciku370/OSIF.git|git|python,git
PadBuster|PadBuster|WAH_Web_Application_Hacking|https://github.com/AonCyberLabs/PadBuster.git|git|perl,git
Parsero|Parsero|IG_Information_Gathering|https://github.com/behindthefirewalls/Parsero.git|git|python,git
PiDense|PiDense|null|https://github.com/WiPi-Hunter/PiDense.git|git|python,git
Planetwork-DDOS|Planetwork-DDOS|ddos,stress_testing|https://github.com/Hydra7/Planetwork-DDOS.git|git|python,git
PowerSploit|PowerSploit|maintaining_access|https://github.com/PowerShellMafia/PowerSploit.git|git|git
PwnSTAR|PwnSTAR|null|https://github.com/SilverFoxx/PwnSTAR.git|git|python,git
PyBozoCrack|PyBozoCrack|null|https://github.com/ikkebr/PyBozoCrack.git|git|python,git
Pybelt|Pybelt|null|https://github.com/Ekultek/Pybelt.git|git|python,git
Pyrit|Pyrit|WT_Wireless_Testing|https://github.com/JPaulMora/Pyrit.git|git|python,clang,gcc,git
QRLJacking|QRLJacking|null|https://github.com/OWASP/QRLJacking.git|git|python,git
RED_HAWK|RED_HAWK|IG_Information_Gathering,VA_Vulnerability_Analysis|https://github.com/Tuhinshubhra/RED_HAWK.git|git|php,git
RTLSDR-Scanner|RTLSDR-Scanner|WT_Wireless_Testing|https://github.com/EarToEarOak/RTLSDR-Scanner.git|git|python,git
ReconDog|ReconDog|IG_Information_Gathering|https://github.com/UltimateHackers/ReconDog.git|git|python,git
Reconnoitre|Reconnoitre|IG_Information_Gathering,VA_Vulnerability_Analysis|https://github.com/codingo/Reconnoitre.git|git|python,git
Remot3d|Remot3d|WAH_Web_Application_Hacking|https://github.com/KeepWannabe/Remot3d.git|git|git
Responder|Responder|SS_Sniffing_Spoofing|https://github.com/lgandx/Responder.git|git|python,git
ReverseAPK|ReverseAPK|A_Android|https://github.com/1N3/ReverseAPK.git|git|git
SARA|SARA|A_Android,T_Termux|https://github.com/termuxhackers-id/SARA.git|git|python,git
SCANNER-INURLBR|SCANNER-INURLBR|WAH_Web_Application_Hacking|https://github.com/googleinurl/SCANNER-INURLBR.git|git|php,git
SET|social-engineer-toolkit|IG_Information_Gathering,EF_Exploit_Frameworks,PH_Password_Attacks,SS_Sniffing_Spoofing|https://github.com/trustedsec/social-engineer-toolkit.git|git|python,git
SH33LL|SH33LL|VA_Vulnerability_Analysis,WAH_Web_Application_Hacking|https://github.com/LOoLzeC/SH33LL.git|git|python,git
SIGIT|SIGIT|IG_Information_Gathering|https://github.com/termuxhackers-id/SIGIT.git|git|python,git
SecLists|SecLists|PH_Password_Attacks|https://github.com/danielmiessler/SecLists.git|git|php,perl,git
Simple-Fuzzer|Simple-Fuzzer|VA_Vulnerability_Analysis|https://github.com/orgcandman/Simple-Fuzzer.git|git|clang,gcc,git
Sn1per|Sn1per|EF_Exploit_Frameworks|https://github.com/1N3/Sn1per.git|git|python,git
SocialBox|SocialBox|SS_Sniffing_Spoofing|https://github.com/TunisianEagles/SocialBox.git|git|git
SocialFish|SocialFish|PH_Password_Attacks,SS_Sniffing_Spoofing|https://github.com/UndeadSec/SocialFish.git|git|python,git
Spammer-Grab|Spammer-Grab|SS_Sniffing_Spoofing|https://github.com/p4kl0nc4t/Spammer-Grab.git|git|python,git
Stitch|Stitch|null|https://github.com/nathanlopez/Stitch.git|git|python,git
Striker|Striker|VA_Vulnerability_Analysis|https://github.com/s0md3v/Striker.git|git|python,git
Sublist3r|Sublist3r|IG_Information_Gathering|https://github.com/aboul3la/Sublist3r.git|git|python,git
Tbomb|Tbomb|S_Spamming|https://github.com/TheSpeedX/TBomb.git|git|python,git
TermuxAlpine|TermuxAlpine|T_Termux|https://github.com/Hax4us/TermuxAlpine.git|git|proot,git
Th3inspector|Th3inspector|null|https://github.com/Moham3dRiahi/Th3inspector.git|git|perl,git
The-Eye|The-Eye|null|https://github.com/EgeBalci/The-Eye.git|git|golang,git
TheFatRat|TheFatRat|null|https://github.com/Screetsec/TheFatRat.git|git|git
Tool-X|Tool-X|null|https://github.com/Rajkumrdusad/Tool-X.git|git|python,git
Umbrella|Umbrella|null|https://github.com/4w4k3/Umbrella.git|git|git
Vegile|Vegile|null|https://github.com/Screetsec/Vegile.git|git|git
WP-plugin-scanner|WP-plugin-scanner|WAH_Web_Application_Hacking|https://github.com/mintobit/WP-plugin-scanner.git|git|python,git
WebScarab|OWASP-WebScarab|WAH_Web_Application_Hacking|https://github.com/OWASP/OWASP-WebScarab.git|git|git
WebXploiter|WebXploiter|WAH_Web_Application_Hacking,EF_Exploit_Frameworks|https://github.com/a0xnirudh/WebXploiter.git|git|python,git
WhatWeb|WhatWeb|WAH_Web_Application_Hacking|https://github.com/urbanadventurer/WhatWeb.git|git|python,git
WiFi-Pumpkin|WiFi-Pumpkin|WT_Wireless_Testing|https://github.com/P0cL4bs/WiFi-Pumpkin.git|git|python,git
WifiBruteCrack|WifiBruteCrack|WT_Wireless_Testing|https://github.com/cinquemb/WifiBruteCrack.git|git|python,git
WifiGod|WifiGod|WT_Wireless_Testing|https://github.com/waseem-sajjad/WifiGod.git|git|python,git
Winpayloads|Winpayloads|null|https://github.com/nccgroup/Winpayloads.git|git|python,git
XAttacker|XAttacker|VA_Vulnerability_Analysis,WAH_Web_Application_Hacking,EF_Exploit_Frameworks|https://github.com/Moham3dRiahi/XAttacker.git|git|perl,php,git
XLR8_BOMBER|XLR8_BOMBER|T_Termux|https://github.com/FarisKhan1/XLR8_BOMBER.git|git|git
XPL-SEARCH|XPL-SEARCH|WAH_Web_Application_Hacking|https://github.com/r00tmars/XPL-SEARCH.git|git|php,git
XSStrike|XSStrike|IG_Information_Gathering,WAH_Web_Application_Hacking|https://github.com/s0md3v/XSStrike.git|git|python,git
Xshell|Xshell|VA_Vulnerability_Analysis,WAH_Web_Application_Hacking|https://github.com/Manisso/Xshell.git|git|git
Zerodoor|Zerodoor|null|https://github.com/Souhardya/Zerodoor.git|git|python,git
ZipBomb|ZipBomb|null|https://github.com/abdulfatir/ZipBomb.git|git|python2,git
admin-panel-finder|admin-panel-finder|WAH_Web_Application_Hacking|https://github.com/bdblackhat/admin-panel-finder.git|git|python,git
air-hammer|air-hammer|null|https://github.com/Wh1t3Rh1n0/air-hammer.git|git|python,git
aircrack-ng|aircrack-ng|WT_Wireless_Testing|null|ST_System_Tools|null
airgeddon|airgeddon|WT_Wireless_Testing|https://github.com/v1s1t0r1sh3r3/airgeddon.git|git|git
android_hid|android_hid|A_Android|https://github.com/androidmalware/android_hid.git|git|git
angryFuzzer|angryFuzzer|WAH_Web_Application_Hacking|https://github.com/ihebski/angryFuzzer.git|git|python,git
apache2|apache2|WS_Web_Servers,package|null|ST_System_Tools|null
TermuxArch|TermuxArch|T_Termux|https://github.com/SDRausty/TermuxArch|git
arp-scan|arp-scan|IG_Information_Gathering|https://github.com/royhills/arp-scan.git|git|clang,gcc,git
arping|arping|IG_Information_Gathering|https://github.com/ThomasHabets/arping.git|git|,git
automotive_software|as|A_Automotive|https://github.com/autoas/as.git|git|cmake,gcc,g++,git
avet|avet|null|https://github.com/govolution/avet.git|git|clang,gcc,git
b0mb3r|b0mb3r|null|https://github.com/Denishnc/b0mb3r.git|git|python,git
bbqsql|bbqsql|VA_Vulnerability_Analysis|https://github.com/Neohapsis/bbqsql.git|git|python,git
bed|bed|VA_Vulnerability_Analysis|https://gitlab.com/kalilinux/packages/bed.git|git|perl,git
beef|beef|EF_Exploit_Frameworks|https://github.com/beefproject/beef.git|git|ruby,git
bettercap|bettercap|SS_Sniffing_Spoofing|https://github.com/bettercap/bettercap.git|git|golang,git
bing-ip2hosts|bing-ip2hosts|IG_Information_Gathering|https://github.com/urbanadventurer/bing-ip2hosts.git|git|git
binwalk|binwalk|DF_Digital_Forensics|https://github.com/ReFirmLabs/binwalk.git|git|python,git
blackbox|blackbox|VA_Vulnerability_Analysis,EF_Exploit_Frameworks|https://github.com/jothatron/blackbox.git|git|python,git
blackeye|blackeye|SS_Sniffing_Spoofing|https://github.com/An0nUD4Y/blackeye.git|git|wget,unzip,curl,php,git
bleachbit|bleachbit|null|https://github.com/bleachbit/bleachbit.git|git|python,git
braa|braa|IG_Information_Gathering|https://github.com/mteg/braa.git|git|clang,gcc,git
brutespray|brutespray|null|https://github.com/x90skysn3k/brutespray.git|git|python,git
bulk_extractor|bulk_extractor|DF_Digital_Forensics|https://github.com/simsong/bulk_extractor.git|git|clang,gcc,g++,git
bully|bully|WT_Wireless_Testing|https://github.com/wiire-a/bully.git|git|gcc,lua,git
c++|gpp|PL_Programming_Language|null|ST_System_Tools|null
can-utils|can-utils|A_Automotive|https://github.com/linux-can/can-utils.git|git|gcc,git
capstone|capstone|DF_Digital_Forensics|https://github.com/aquynh/capstone.git|git|clang,gcc,python,git
catphish|catphish|null|https://github.com/ring0lab/catphish.git|git|ruby,git
cdpsnarf|cdpsnarf|IG_Information_Gathering|https://github.com/Zapotek/cdpsnarf.git|git|clang,gcc,git
check-ip|check-ip|IG_Information_Gathering|https://github.com/1RaY-1/check-ip.git|git|gcc,git
chkrootkit|chkrootkit|VA_Vulnerability_Analysis|https://github.com/installation/chkrootkit.git|git|git
clang|clang|PL_Programming_Language|null|ST_System_Tools|null
commix|commix|EF_Exploit_Frameworks,WAH_Web_Application_Hacking|https://github.com/commixproject/commix.git|git|python,git
cowpatty|cowpatty|WT_Wireless_Testing|https://github.com/joswr1ght/cowpatty.git|git|clang,gcc,git
cpscan|cpscan|null|https://github.com/susmithHCK/cpscan.git|git|python,git
crackle|crackle|EF_Exploit_Frameworks,WT_Wireless_Testing|https://github.com/mikeryan/crackle.git|git|clang,gcc,perl,git
creddump|creddump|PH_Password_Attacks|https://github.com/moyix/creddump.git|git|python,git
credmap|credmap|null|https://github.com/lightos/credmap.git|git|python,git
crowbar|crowbar|PH_Password_Attacks|https://github.com/galkan/crowbar.git|git|python,git
crunch|crunch|PH_Password_Attacks|null|ST_System_Tools|null
cuckoo|cuckoo|DF_Digital_Forensics|https://github.com/cuckoosandbox/cuckoo.git|git|python,git
cupp|cupp|PH_Password_Attacks|https://github.com/Mebus/cupp.git|git|python,git
curl|curl|package|null|ST_System_Tools|null
cutter|cutter|RE_Reverse_Engineering|https://github.com/rizinorg/cutter.git|git|cmake,git
cymothoa|cymothoa|maintaining_access|null|ST_System_Tools|null
c|clang|PL_Programming_Language|null|ST_System_Tools|null
dbd|dbd|maintaining_access|https://github.com/gitdurandal/dbd.git|git|clang,gcc,git
deblaze|deblaze|WAH_Web_Application_Hacking|https://github.com/SpiderLabs/deblaze.git|git|clang,gcc,python,git
demiguise|demiguise|null|https://github.com/nccgroup/demiguise.git|git|python,git
distorm|distorm|DF_Digital_Forensics|https://github.com/gdabah/distorm.git|git|clang,gcc,python,git
djangohunter|djangohunter|null|https://github.com/6IX7ine/djangohunter.git|git|python,git
dmitry|dmitry|IG_Information_Gathering|https://github.com/jaygreig86/dmitry.git|git|clang,gcc,git
dnschef|dnschef|SS_Sniffing_Spoofing|https://gitlab.com/kalilinux/packages/dnschef.git|git|python,git
dnsenum|dnsenum|IG_Information_Gathering|https://github.com/fwaeytens/dnsenum.git|git|perl,git
dnsmap|dnsmap|IG_Information_Gathering|https://github.com/makefu/dnsmap.git|git|clang,gcc,git
dnsrecon|dnsrecon|IG_Information_Gathering|https://github.com/darkoperator/dnsrecon.git|git|python,ruby,git
doona|doona|VA_Vulnerability_Analysis|https://github.com/wireghoul/doona.git|git|perl,git
doork|doork|IG_Information_Gathering,WAH_Web_Application_Hacking|https://github.com/AeonDave/doork.git|git|python,git
dotdotpwn|dotdotpwn|IG_Information_Gathering,VA_Vulnerability_Analysis|https://github.com/wireghoul/dotdotpwn.git|git|perl,git
dumpzilla|dumpzilla|DF_Digital_Forensics|https://gitlab.com/kalilinux/packages/dumpzilla.git|git|python,git
eaphammer|eaphammer|WT_Wireless_Testing|https://github.com/s0lst1c3/eaphammer.git|git|python,git
edb-debugger|edb-debugger|RE_Reverse_Engineering|null|ST_System_Tools|null
elpscrk|elpscrk|PH_Password_Attacks|https://github.com/D4Vinci/elpscrk.git|git|python,git
enum4linux|enum4linux|IG_Information_Gathering|https://github.com/portcullislabs/enum4linux.git|git|perl,git
eternal_scanner|eternal_scanner|null|https://github.com/peterpt/eternal_scanner.git|git|python,git
ettercap|ettercap|SS_Sniffing_Spoofing|null|ST_System_Tools|null
evilginx2|evilginx2|null|https://github.com/kgretzky/evilginx2.git|git|make,git
evilginx|evilginx|null|https://github.com/kgretzky/evilginx.git|git|python,git
exploitdb|exploitdb|EF_Exploit_Frameworks|https://github.com/offensive-security/exploitdb.git|git|clang,gcc,python,git
extundelete|extundelete|DF_Digital_Forensics|https://gitlab.com/kalilinux/packages/extundelete.git|git|clang,gcc,g++,python,git
ezsploit|ezsploit|null|https://github.com/rand0m1ze/ezsploit.git|git|git
faraday|faraday|IG_Information_Gathering|https://github.com/infobyte/faraday.git|git|python,git
fbht|fbht|null|https://github.com/chinoogawa/fbht.git|git|python,git
fbvid|fbvid|null|https://github.com/Tuhinshubhra/fbvid.git|git|php,git
fcrackzip|fcrackzip|PH_Password_Attacks|null|ST_System_Tools|null
fern-wifi-cracker|fern-wifi-cracker|WT_Wireless_Testing|https://github.com/savio-code/fern-wifi-cracker.git|git|python,git
fierce|fierce|IG_Information_Gathering|https://github.com/mschwager/fierce.git|git|python,git
figlet|figlet|package|null|ST_System_Tools|null
findmyhash|findmyhash|PH_Password_Attacks|https://gitlab.com/kalilinux/packages/findmyhash.git|git|python,git
firewalk|firewalk|IG_Information_Gathering|https://gitlab.com/kalilinux/packages/firewalk.git|git|clang,gcc,git
flashsploit|flashsploit|EF_Exploit_Frameworks|https://github.com/thewhiteh4t/flashsploit.git|git|python,git
fluxion|fluxion|WT_Wireless_Testing|https://github.com/FluxionNetwork/fluxion.git|git|git
foremost|foremost|DF_Digital_Forensics|https://gitlab.com/kalilinux/packages/foremost.git|git|clang,gcc,git
fping|fping|IG_Information_Gathering|https://github.com/schweikert/fping.git|git|gcc,perl,git
fragrouter|fragrouter|IG_Information_Gathering|https://gitlab.com/kalilinux/packages/fragrouter.git|git|clang,gcc,git
